"Net_demand","result.1","result.2","result.3","result.4","result.5","result.6","result.7","result.8","result.9"
40813.9583333333,40708.8605751223,40505.7787630754,40662.0981784095,40638.6373317218,40484.0074374161,40646.8392105621,41988.1956756259,41012.7008990477,41172.4737998628
38579.875,40271.689077207,40541.3448698272,40505.7274287878,40525.0115214349,40624.1289896097,40882.0654243292,41100.4350927393,40639.7619210739,40704.7584762478
37863.6666666667,36935.1485378179,36853.6919963677,37364.6444558076,37298.256692345,38449.6131866382,37869.3947141249,36192.1419624644,37398.0244638944,37260.2119653952
33448.8333333333,35243.6963242684,34068.2637235763,34393.3926302236,34856.3253734533,34418.36300529,34817.6113809946,34459.6224811353,33871.1353707416,34372.8417880757
29783.8541666667,31074.1061683425,30898.7576825634,30649.685190448,30634.7454037907,31513.1103434436,31318.2032192165,31402.6837597101,30555.095076529,31026.2271291189
34660.0625,35029.7334483272,36019.9747404653,35302.516377383,35952.5893033524,35633.6129697856,37445.7267076003,35714.6692574277,35741.5350925554,35994.6992746049
37094.6458333333,38612.4704915267,38483.3849089459,35637.099472428,38512.3349228576,39129.7790128716,39063.9625601082,37484.3989707832,38082.3899715408,38707.9772566081
35711.75,36688.2178372024,38008.8703549756,37515.0255077328,37628.0524142125,37585.3928218505,38066.3505016475,38264.1298899938,38126.1582209384,37260.7963109838
35905.2083333333,38648.0115030443,38547.2619127788,36129.8264334714,38011.2273473771,39939.1605235438,39104.8582496198,38596.5811466519,37683.9743378288,39002.1982636736
35828.7916666667,38435.6251935718,37619.5259731941,37484.7101619228,38295.4803167327,37984.9464494539,36999.901415913,37875.5302442249,36609.3124771919,38445.2114242753
33670.9166666667,35524.663792591,35144.1339135909,34662.8917076472,35263.1073414343,34031.4476650829,34528.7252293198,34460.1152081272,35172.990609603,34665.8423965102
29721,32448.9824051045,31834.1636727926,31066.1608079406,32406.6393471964,31803.6468593816,31900.955193836,31909.2325709544,30991.8260931817,33095.0971379466
33744.1041666667,36203.7615688735,37182.0878641351,36022.5342208645,36791.9456537835,36424.0892238498,36428.3274785914,36167.250486161,36406.6756661382,36957.6288978383
37893.5833333333,39843.8250183253,39032.3548747207,39249.8647841425,39954.8098959865,39071.8029480523,38664.3934961128,40958.40799076,39201.7256468949,40486.7107646698
39821.9791666667,41445.1927670476,41301.5807668815,40821.2183250908,41230.5552791483,41122.4307474826,41243.2779913548,42160.7897992886,40359.207693029,41781.2889189614
40011.0208333333,41678.9872163357,41062.8413461327,40790.1104836835,41958.4534093388,40856.0023574247,41333.7219888863,41514.6875146535,41048.1151578709,41831.7625828955
40511.1458333333,41154.5106824449,41200.7696897142,40734.6908275225,41907.455791139,41288.5802250243,40499.4204819399,41283.4287277561,40238.1318740756,42018.4725861054
35121.7083333333,36950.9696305385,36197.3400215929,36993.1488445241,36812.5720512097,35977.54863238,36274.4262867108,36877.4422445766,35581.2574028686,37199.8576577247
32450.8541666667,33754.4764422908,33991.6202432356,33806.1958988879,34965.5749450976,33870.1740180418,33757.7740149025,34788.3842389932,33722.5934495003,34351.6689704119
39577.7291666667,39922.9478679131,40001.5740211264,39611.9460021504,40685.6928161762,40315.7219003727,39945.4056944972,39974.9828388506,40410.9656236393,39721.4980940183
41002.3958333333,41978.9635088939,41738.350529087,41830.8391875765,41901.7355317867,41494.2915033305,41349.7473401686,41224.2526696454,41190.3364249044,41710.1807223351
40349.1458333333,41195.8350715925,41161.5841999657,40654.8405257863,40678.1518572142,40768.6694599043,41024.2582624119,41044.2933379767,40498.8347704618,41218.0788643636
39672.5208333333,41217.9628328284,41288.8520944744,39342.7983969964,40579.5942813465,41184.6418559446,41844.9927405327,40700.7059158875,40259.7873504233,41322.7108655436
37276.8333333333,39179.2714502347,39242.1998204682,38813.8854454658,39705.5569895167,39212.2504840473,39034.600782097,38808.0008942555,38215.5931843958,39655.1066199942
33559.7916666667,35805.2341111915,35360.4892440306,34547.9540146796,35192.6375236608,34307.9980944122,36050.6979632452,34515.7765127414,35871.3523511186,34401.3407165028
31932,32624.8973842437,32885.3614973154,32759.5860286442,32901.7223894105,32983.7460062556,32957.828117681,32391.3163972836,32149.1851527133,33258.0989795139
32710.5416666667,34219.8616610148,35498.6350186335,35268.7080737839,35948.548255766,35026.5692723132,35907.7268504301,35617.3670530971,35350.7657099731,36183.1902561022
34080.2291666667,37084.7415845837,35806.544842107,35731.8357811048,36637.5238384362,35489.4068949833,36569.5258245729,36005.7881918397,35950.7362786888,37025.5268587021
33123.4166666667,35714.1779326771,36469.6035254865,35255.8609813146,35739.0706036588,34779.2337150916,34896.5567983462,35836.5259393953,34657.0024056265,35547.6647541346
35759.8333333333,38108.0495293982,38052.0320856087,36576.3590968657,38332.4927618408,37812.3305079565,38269.5568687961,38041.7041299162,37358.6074586399,38034.3087922207
33062.5416666667,35774.9966850595,36818.1658105745,36018.490685589,37195.8513658437,36837.6273461445,35878.3857913736,37012.8602600808,35351.3584774983,37009.4286499403
32275.3333333333,33995.5225502585,34191.8835283603,33859.0714297679,33765.6320772342,33894.2148609127,34668.1764738692,32823.2731283866,34076.6384510117,33132.8137529307
29755.7708333333,31406.5295140658,31315.9476699676,31039.4837657079,31592.8238875766,31149.7756658439,31715.1037361981,31089.1418693478,31006.9917545026,31248.6690067018
37062.3333333333,38460.7204611221,37879.4401948168,37152.3589685233,38951.3539734688,38352.2285484491,38056.7358775189,37603.1448749454,37599.8318061004,38175.4550202249
38360.7708333333,39894.1600233256,38674.3588097701,38884.2330616176,40065.7303952197,38814.9162758144,39657.2803032888,38977.1560902564,38993.1142380647,39485.4686483825
37836.5,38701.3247196737,38236.8354911279,37852.3375104408,38671.1419404534,37314.8378408634,38302.9663206028,38846.8259323992,37502.9119976317,38038.3399041583
37951,40167.1068560089,39479.4805701007,39109.2349473538,39578.9611575475,39942.3388897936,40338.2686891354,40406.5408312537,39121.3555801181,39894.8234189943
34614.125,36969.0850709182,36530.7643064598,36499.5187007632,37258.0045069236,36145.5480112976,36119.3790258727,36383.1947288537,35475.1517439072,36722.397011597
34625.4375,36560.8221113267,36697.0291680652,35306.6820001251,36201.4894837411,35708.8865555279,35760.5428309676,35231.8853682219,35139.7396733188,35155.7848538416
34625.4375,35040.912553374,34233.1849076592,34620.2271108368,35054.4253455869,35376.4401844204,34811.6676629857,34493.7353109211,33397.092993047,34894.2830394473
